ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen
4607	283,228,272	0,1,4	172,144,131	0,0,0	670	100
4608	370,322,367	21710,29163,24888	218,186,211	12557,13546,16221	718	100
4609	18040,23962,19916	877,979,843	10933,10874,12954	436,451,609	774	100
4610	7529,10246,8657	234,252,270	4263,4548,5385	154,134,178	754	100
4611	83,150,78	27,49,27	143,156,187	44,58,63	1038	100
4612	468,419,529	519,569,540	0,2,5	3,4,14	497	100
4614	82,39,83	297,357,309	89,63,53	207,205,259	265	100
4615	15,17,27	435,453,449	14,14,13	263,301,256	172	100
4616	291,282,368	50,28,36	190,274,194	42,33,27	222	100
4617	107,86,160	14,3,8	57,93,69	1,1,1	205	100
4619	12,10,2	0,3,10	9,2,8	5,0,0	1120	100
4620	9,8,0	36,71,27	8,2,6	24,38,40	1114	100
4621	3,4,12	0,0,0	57,21,56	0,1,0	383	100
4623	202,96,177	563,460,565	139,120,65	370,327,336	634	100
4625	1,0,2	1,2,4	0,0,0	1,0,0	368	100
4628	133,92,123	211,164,173	121,110,54	194,197,258	598	100
4629	57,83,97	1,2,0	5,17,5	0,0,0	485	100
4630	4,4,7	1042,1336,1035	5,5,2	1419,1247,1352	186	100
4631	19,19,21	1081,1415,1057	26,19,18	1411,1236,1342	746	100
4632	733,706,650	14,20,15	626,953,535	14,18,18	1139	100
4633	1541,1118,2013	240,228,290	1155,1206,770	168,215,145	313	100
4634	3,1,1	235,292,363	4,2,6	233,194,229	1919	100
4636	264,85,245	15,12,16	243,257,340	8,20,13	271	100
4638	773,198,644	0,0,0	632,542,359	0,0,1	3523	100
4639	135,77,141	27,65,64	140,160,67	47,48,63	1743	100
4640	11,19,8	0,0,2	61,59,63	0,4,2	695	100
4641	1143,638,826	1778,1902,1634	655,555,530	1328,1120,1434	537	100
4642	437,164,308	677,611,708	283,234,125	478,394,492	412	100
4643	55,133,73	2,0,0	2,6,2	0,0,0	401	100
4644	96,65,117	1,0,0	86,40,59	0,0,0	563	100
4645	448,525,436	3,9,2	375,521,426	7,1,2	235	100
4647	4,1,4	96,23,71	6,17,3	84,60,21	188	100
4648	246,245,377	0,0,0	144,143,124	0,0,4	1256	100
4649	2,10,8	5,2,9	8,7,6	6,5,2	336	100
4650	2176,4700,3085	0,1,7	470,710,432	0,1,0	591	100
4651	15,40,18	25,77,37	14,17,15	23,23,34	195	100
4652	363,362,357	44,30,30	270,336,396	100,79,61	407	100
4653	133,161,174	242,252,334	174,182,104	222,311,159	373	100
4654	538,555,658	25,31,38	731,856,458	35,32,17	190	100
4655	2,13,4	0,0,0	19,20,17	0,0,2	2656	100
4656	0,4,0	12,9,11	1,10,6	43,33,35	1174	100
4657	105,89,122	0,0,0	199,198,159	0,1,0	187	100
4658	207,124,172	1,0,0	165,187,141	0,1,0	1104	100
4659	223,138,188	0,1,2	174,207,151	0,0,0	1179	100
4660	83,77,84	4,3,0	74,95,83	3,5,2	528	100
4662	8,8,15	2,8,6	8,17,8	10,3,8	281	100
4663	14,17,21	1,0,0	17,41,15	0,0,0	1055	100
4664	6,5,6	0,6,3	9,15,3	3,6,6	758	100
4670	3876,2888,3753	9,6,2	2968,2835,3147	5,1,1	203	100
4672	55,58,77	0,2,0	1,0,0	0,0,0	207	100
4674	11,1,12	190,164,197	21,19,6	202,181,174	219	100
4677	354,203,301	105,120,172	137,165,111	56,70,87	640	100
4678	356,206,305	43,34,62	137,169,112	11,33,21	643	100
4679	12933,11396,14772	5,2,4	13800,13409,9696	6,5,7	5372	100
4680	56,50,64	0,1,0	104,131,66	1,0,1	1191	100
4681	58,35,42	16,14,22	108,62,77	27,28,26	572	100
4682	162,89,140	361,348,363	112,93,139	342,352,481	245	100
4683	16,24,25	1756,1767,1949	30,35,27	1608,1917,1823	272	100
4684	583,515,625	0,0,0	378,357,261	0,1,0	1707	100
4685	54,78,71	1,0,1	33,52,33	0,0,0	101	100
4686	663,711,805	2,2,1	367,380,331	5,5,1	523	100
4687	450,453,488	246,402,382	231,204,187	201,255,246	421	100
4689	40,55,24	0,0,0	38,45,25	0,1,1	276	100
4690	143,162,201	384,703,507	164,151,106	346,382,381	474	100
4691	97,90,125	13,16,6	112,115,67	8,7,5	333	100
4692	201,272,275	2,4,1	212,220,178	0,2,0	492	100
4693	155,200,199	1,0,0	160,184,139	0,0,0	351	100
4694	40,58,36	592,1110,801	15,25,12	593,640,654	329	100
4695	147,201,175	253,518,395	160,158,142	197,255,289	340	100
4696	318,466,420	54,72,90	303,354,342	51,54,42	694	100
4697	72,101,115	502,876,716	56,68,100	402,453,466	334	100
4698	5,4,12	65,72,75	5,14,2	73,85,72	177	100
4699	6,9,19	1,2,1	9,22,5	2,1,4	182	100
4700	5,6,27	108,80,109	19,13,17	118,116,63	1561	100
4709	271,210,302	356,315,375	172,185,159	255,261,255	323	100
4711	41,27,43	244,221,261	46,54,36	249,308,289	187	100
4714	45940,18459,39966	0,12,0	26963,22901,27936	0,0,17	674	100
4716	7,9,9	1177,1131,1137	17,25,17	1016,1119,1050	181	100
4717	659,599,603	1,0,1	188,220,366	0,0,0	282	100
4718	214,154,214	2037,2451,2225	140,109,151	1352,1433,1682	236	100
4719	391,259,360	30,5,16	237,188,239	26,14,21	410	100
4720	199,126,161	2413,3139,2766	114,93,97	1390,1596,2028	189	100
4721	41,18,46	0,0,0	41,39,28	0,0,1	310	100
4722	33,18,39	0,0,0	29,37,21	0,1,1	265	100
4723	0,0,0	1,1,2	2,0,0	1,2,1	183	100
4726	59,68,123	173,165,205	24,35,6	85,88,49	791	100
4727	24,17,38	810,600,960	67,68,51	1089,1077,1174	171	100
4728	510,450,533	15,11,20	375,386,433	12,12,13	161	100
4730	947,994,973	180,232,238	1244,1524,945	180,200,181	1398	100
4731	154,148,142	957,1117,1023	109,142,119	594,612,815	229	100
4734	158,70,118	76,98,81	46,54,43	34,59,29	255	100
4735	130,56,95	9,5,15	34,42,31	2,2,3	206	100
4736	130,56,94	4,9,16	34,42,31	2,6,1	203	100
4737	6,30,14	6,2,5	9,14,13	4,4,1	298	100
4738	23,34,41	0,0,0	9,11,13	2,0,1	186	100
4739	31,42,50	123,125,167	10,14,14	85,62,66	264	100
4741	2,0,1	131,97,135	1,0,0	71,66,61	690	100
4745	166,210,194	2798,5670,4289	230,227,160	4514,6476,5829	726	100
4746	53,69,53	2665,3638,3002	42,39,34	1566,2008,1548	179	100
4747	45,89,47	0,6,1	270,260,173	1,13,5	1049	100
4748	856,785,839	5,10,16	1597,1591,1189	9,17,20	2147	100
4749	675,1425,3496	37124,39795,59244	575,557,589	29958,32907,34915	229	100
4750	343,1045,2935	0,2,1	288,275,279	0,3,1	202	100
4751	251,208,292	567,434,585	212,129,169	346,273,397	220	100
4752	71,47,46	743,588,773	52,31,30	437,423,511	228	100
4753	14,11,15	0,1,0	6,7,3	0,2,1	472	100
4754	68,41,52	8,7,6	34,22,24	3,2,0	280	100
4755	102,62,105	106,142,137	46,36,29	46,39,32	351	100
4756	135,88,148	0,7,2	57,49,38	0,0,0	385	100
4757	300,267,370	2,0,1	145,125,98	1,0,3	481	100
4758	414,435,478	3,2,13	164,158,138	5,2,0	200	100
4759	360,300,317	2719,3203,2895	306,261,281	1306,1332,1460	212	100
4760	60,29,63	2799,3067,3224	43,26,35	932,997,1327	236	100
4763	76,55,48	949,786,831	37,42,33	857,624,872	496	100
4764	57,78,56	999,1171,1226	83,66,66	1051,978,976	767	100
4765	35,19,42	908,1100,1266	12,37,15	845,930,898	601	100
4766	33,19,41	1,2,1	12,37,15	2,0,1	583	100
4768	171,130,139	815,953,905	168,202,161	712,772,804	3663	100
4769	7,5,4	0,2,0	0,4,3	0,0,0	437	100
4770	28450,43613,30980	1046,5173,1686	26548,27763,20568	127,407,163	2862	100
4771	1,2,14	205,142,200	6,3,5	117,107,117	184	100
4772	91,66,49	152,240,203	47,49,68	122,163,188	284	100
4773	87,56,45	2,2,0	40,47,58	1,1,3	255	100
4777	99,76,107	0,5,1	172,240,160	2,2,0	176	100
4778	26,22,37	1,1,0	42,37,39	1,0,0	475	100
4779	24,25,30	4,2,4	51,38,37	6,4,7	291	100
4780	83,77,85	0,0,0	145,124,135	0,1,0	593	100
4782	131,91,146	18,54,22	124,153,82	41,33,22	219	100
4783	46,23,31	0,0,1	57,76,33	0,0,1	993	100
4785	442,281,466	12,14,13	595,796,268	17,11,9	190	100
4786	351,477,343	3,5,1	193,250,216	0,2,0	202	100
4787	29,38,35	1,0,0	26,31,15	0,0,0	459	100
4788	7,15,17	9,1,3	10,10,3	2,7,2	199	100
4789	586,966,764	0,5,4	730,1051,600	1,5,3	222	100
4790	665,1124,916	14,41,33	834,1182,674	31,40,27	250	100
4791	125,78,104	806,707,722	93,112,102	558,474,611	1994	100
4792	164,146,158	1810,1938,1803	77,121,69	855,889,1033	2016	100
4793	319,315,297	103,90,89	140,184,155	53,37,52	2025	100
4794	1386,1140,1315	890,810,787	1221,1284,855	485,431,488	3196	100
4795	114,130,96	5,7,1	240,197,150	5,8,8	172	100
4796	0,4,0	1,1,1	0,10,3	0,2,3	3733	100
4797	5,3,2	1,1,4	1,0,10	0,1,1	226	100
4798	286,522,388	12,20,6	223,362,151	4,23,3	202	100
4799	671,1039,729	0,0,0	432,363,424	2,0,2	2188	100
4800	10,6,6	3,0,2	5,14,0	0,0,0	1296	100
4801	10,6,7	0,0,0	6,14,1	1,1,0	1324	100
4803	15,8,5	7,16,12	2,3,4	4,10,2	201	100
4804	3,3,1	1,12,5	0,3,1	1,4,9	206	100
4806	366,502,409	365,394,297	220,282,197	97,136,162	583	100
4812	270,206,272	1,5,2	1010,1024,699	11,9,7	2161	100
4814	280,109,305	390,333,517	73,57,35	191,100,174	394	100
4815	1229,1129,967	125,154,166	560,672,499	49,145,94	1454	100
4816	71,47,100	314,442,443	68,53,42	351,302,241	351	100
4817	329,336,338	3,5,3	364,297,214	0,1,5	449	100
4818	419,394,450	6,6,0	442,359,265	0,8,0	834	100
4819	361,356,363	207,285,239	386,315,232	200,146,133	495	100
4820	373,363,369	25,53,51	389,331,237	45,40,22	500	100
4821	192,247,182	267,429,323	139,175,157	225,201,199	175	100
4822	883,1258,980	103,152,126	595,813,661	82,92,127	996	100
4823	235,217,265	159,229,158	150,188,149	131,159,139	454	100
4824	41,16,30	262,293,354	23,27,39	235,210,211	244	100
4825	140,37,143	7,0,9	108,98,54	0,2,2	1317	100
4826	615,632,603	14,25,21	369,301,363	8,3,10	465	100
4827	617,632,605	17,62,30	371,302,365	16,14,24	468	100
4829	253,189,259	1161,1824,1459	251,259,372	1182,1239,1706	175	100
4830	221,161,225	3,3,7	224,234,337	6,7,11	161	100
4831	566,431,525	12,3,11	558,583,848	23,12,20	335	100
4832	534,403,491	0,0,0	530,558,813	1,0,0	321	100
4833	412,328,374	732,1256,965	422,432,644	687,779,1020	195	100
4834	837,670,788	2,1,2	789,812,1185	0,3,3	512	100
4835	683,567,637	6,0,2	653,661,981	11,0,11	372	100
4836	272,239,268	645,949,855	232,231,341	577,517,780	177	100
4837	20,12,23	797,1135,1030	10,11,16	673,665,977	195	100
4838	1174,957,1259	275,465,455	763,677,1174	98,116,182	536	100
4840	0,3,1	0,1,0	2,0,3	0,0,0	219	100
4841	4516,6974,5045	0,3,1	3989,4912,4534	1,4,3	2028	100
4842	1123,1173,1332	394,407,513	1107,1029,707	388,345,402	1269	100
4843	887,628,904	277,280,341	852,598,553	285,316,281	1438	100
4844	343,359,447	8,7,9	337,293,321	2,6,3	633	100
4845	100,35,75	539,651,855	102,105,78	674,616,595	180	100
4846	536,362,514	527,651,614	635,579,450	643,726,707	877	100
4847	560,376,441	671,860,710	538,539,433	851,804,881	363	100
4848	362,371,353	1085,1555,1107	446,391,331	1185,1471,1504	357	100
4849	719,771,898	148,169,170	401,466,260	107,104,54	361	100
4850	12,3,20	105,74,135	14,4,8	69,75,76	645	100
4851	317,491,450	213,263,278	420,375,258	188,226,214	839	100
4852	119,155,167	154,183,240	111,119,105	112,180,129	392	100
4853	37,40,32	270,294,390	18,31,19	270,312,202	278	100
4854	91,93,118	49,22,22	116,120,70	49,63,59	529	100
4855	22,26,31	1155,745,1193	22,16,15	707,721,716	199	100
4856	68,57,95	1327,973,1271	86,65,44	915,861,873	230	100
4857	639,613,698	14,29,22	539,384,476	11,8,10	291	100
4858	208,184,161	283,281,266	150,128,133	212,132,170	190	100
4859	58,25,54	498,397,546	44,34,20	344,291,340	204	100
4860	202,121,175	8,2,1	62,64,78	5,0,2	384	100
4861	395,168,251	3,4,3	33,56,62	0,0,0	242	100
4862	440,198,287	3,0,1	39,61,65	0,0,0	296	100
4863	27,27,53	553,1029,843	40,62,42	860,890,807	430	100
4864	17,17,33	610,855,825	40,32,21	702,826,730	197	100
4865	15,16,34	1,1,2	34,25,18	7,4,1	170	100
4866	14,16,20	259,175,225	18,17,8	231,194,142	261	100
4868	653,289,648	43892,23746,50828	460,446,536	29433,21471,27818	1675	100
4869	445,298,351	10,11,19	290,192,434	9,5,9	187	100
4870	787,687,634	366,285,419	682,492,572	298,192,308	370	100
4877	180,152,168	747,679,817	223,244,276	1023,1061,1048	907	100
4879	112,79,87	465,576,574	74,90,91	416,395,487	166	100
4880	223,141,153	635,869,703	270,251,233	646,722,728	285	100
4881	648,950,864	9,22,25	621,686,650	7,6,16	166	100
4882	11,13,9	337,292,394	14,7,2	308,317,290	724	100
4883	1536,1318,1516	58,44,66	1043,1234,1386	32,51,91	302	100
4884	1027,709,959	7757,10980,9160	736,836,928	5784,7340,8035	298	100
4885	4211,3762,3454	20,13,19	3416,3114,3581	11,15,23	361	100
4886	310,252,262	13,4,0	280,266,214	2,13,3	566	100
4888	118,343,308	1,0,0	2,3,5	0,0,0	219	100
4889	223,341,236	17956,15718,21718	36,33,37	3303,3971,4545	575	100
4890	148,205,231	20275,15914,24053	19,50,16	3900,4435,4762	744	100
4891	38,33,26	310,266,338	34,32,19	359,423,378	410	100
4892	2327,2490,2457	44,44,18	1595,1563,1889	31,18,46	214	100
4893	969,989,1319	4707,5063,5425	1277,1018,1022	4288,4579,4522	190	100
4895	69,68,81	0,0,1	135,90,94	2,0,2	1187	100
4896	9,6,0	203,309,363	9,1,4	405,475,430	400	100
4897	11,0,9	183,219,298	10,11,7	299,337,311	327	100
4901	35,59,46	35,57,83	18,18,18	6,14,25	651	100
4902	543,236,430	9323,5326,9330	668,541,475	8947,6532,9032	275	100
4903	431,182,338	8,14,2	531,434,393	11,2,13	217	100
4904	1381,763,1135	14,2,5	1909,1479,1440	14,8,16	657	100
4905	1052,651,885	10399,6153,9983	1494,1132,1179	10944,8055,11092	452	100
4906	822,511,665	48,42,40	1189,885,914	54,44,47	367	100
4907	56,40,50	193,317,254	58,50,33	244,406,237	296	100
4908	350,360,273	153,277,191	348,441,272	147,250,194	652	100
4909	137,111,110	2,2,2	156,145,149	3,1,0	181	100
4910	524,496,412	4,1,2	557,629,465	3,7,12	884	100
4911	176,143,140	168,293,230	215,194,197	141,326,200	243	100
4912	177,148,143	1,2,2	217,200,198	1,1,1	245	100
4913	108,56,59	216,369,277	72,73,49	232,440,288	290	100
4914	104,55,97	171,347,246	103,117,69	200,334,196	371	100
4915	5,5,11	314,553,386	2,3,2	385,508,401	190	100
4916	30,30,25	296,500,354	43,28,17	300,488,338	351	100
4917	84,62,76	13,10,14	106,70,56	5,4,6	657	100
4918	87,56,50	216,381,233	59,59,44	255,336,274	402	100
4919	65,78,80	248,439,253	76,52,79	204,324,317	374	100
4920	16,36,28	2,11,2	11,28,6	0,8,0	226	100
4921	41,23,37	146,226,197	30,10,18	142,225,161	371	100
4922	143,167,176	1,1,0	143,168,112	0,0,0	432	100
4925	718,699,822	15411,11919,15267	547,474,555	7825,7287,9653	860	100
4926	34,35,49	4760,4596,5254	31,30,22	3216,2458,3150	191	100
4927	765,598,759	13995,13841,15620	980,1014,1135	18193,20878,23749	379	100
4928	700,595,802	18976,18967,21101	1095,867,877	25111,28689,32865	975	100
4929	7068,7106,8240	18,31,36	9665,10099,11886	30,40,43	1011	100
4930	28015,27634,31010	245,210,289	37092,42043,48649	347,383,483	452	100
4931	275,204,257	14144,12130,15146	342,348,411	18603,26341,24996	344	100
4932	34247,33265,38105	202,23,10	44791,52382,59002	9,12,20	502	100
4933	34,38,27	1053,797,1083	13,17,28	754,828,936	195	100
4935	54,181,52	44,123,73	159,161,135	74,116,104	226	100
4936	105,222,116	26,84,56	283,398,254	86,100,68	403	100
4937	57,121,84	0,0,0	207,216,132	0,0,1	480	100
4938	356,572,340	5464,6789,6046	282,277,240	2804,3225,3750	333	100
4939	214,593,256	37,104,46	186,182,107	43,62,37	812	100
4940	57,117,50	41,185,41	18,44,34	31,20,35	232	100
4941	81,210,84	2149,5378,2483	36,57,47	1191,1300,1373	260	100
4942	929,2408,1168	3,4,0	654,629,627	0,0,5	290	100
4943	184,335,172	2225,6200,2671	82,95,102	1363,1283,1497	223	100
4944	85,140,89	955,1424,1270	94,119,72	1077,1415,1375	315	100
4945	4650,3574,4238	29,25,19	2460,2929,2361	13,26,15	389	100
4946	115,350,176	0,15,9	225,309,219	0,9,9	432	100
4947	351,100,200	10,8,9	557,510,448	3,7,7	345	100
4948	54,47,55	160,335,284	100,92,46	262,333,253	432	100
4949	56,58,60	5,12,4	113,106,54	4,10,4	436	100
4950	82,69,47	3086,3125,3455	47,35,82	2492,2416,2802	257	100
4952	126,204,109	2,2,0	364,360,381	6,5,5	236	100
4953	0,1,8	366,265,356	7,4,5	255,283,250	179	100
4954	6,3,8	203,169,169	4,5,5	148,207,170	186	100
4956	80,83,89	257,338,254	104,129,81	229,273,251	788	100
4957	3,8,3	0,0,1	0,2,6	0,0,0	421	100
4958	337,259,416	0,0,0	490,373,390	4,0,0	540	100
4959	571,334,563	30,11,35	673,646,554	37,25,35	889	100
4960	969,338,559	31,5,27	915,833,698	28,19,15	3153	100
4961	3421,3693,4056	28,26,20	2304,2481,2893	10,11,25	447	100
4962	368,555,406	1642,1742,1742	290,338,338	992,1128,1337	314	100
4963	84,78,86	2019,2010,2141	64,46,81	1263,1466,1845	232	100
4964	400,256,361	23,13,16	295,269,187	16,4,12	678	100
4965	540,338,528	1547,1099,1602	393,380,268	937,828,888	890	100
4966	811,1473,1376	437,710,618	1483,1597,1365	470,578,515	912	100
4967	15,16,5	0,2,0	57,32,23	0,0,0	820	100
4968	17,16,5	0,0,0	57,33,23	0,2,0	838	100
4971	129,113,64	305,335,234	304,265,279	424,409,513	1785	100
4972	18,45,22	22,34,32	19,33,12	19,28,40	1049	100
4975	164,98,148	0,1,0	152,115,115	0,0,0	187	100
4976	86,46,90	64,18,48	88,143,80	35,29,36	1033	100
4977	33,36,35	1884,1389,2362	202,114,67	4099,4291,2171	178	100
4978	2808,2218,3714	4,0,0	6054,5791,3611	6,4,0	1515	100
4979	23,19,53	1362,1034,1955	159,57,34	2410,2654,1558	362	100
4980	801,568,1073	1,1,0	1537,1494,833	0,1,0	779	100
4981	30,19,20	2014,1392,2784	139,48,31	3457,3565,2366	376	100
4982	297,224,299	2695,2911,3382	528,478,337	3955,4058,4163	1000	100
4983	12,12,17	1883,2340,2413	20,30,40	2899,3144,3259	227	100
4984	759,842,891	2640,3375,3475	1146,1043,987	4206,4562,5190	870	100
4985	90,92,119	2901,3601,3839	136,171,137	4306,4421,5241	231	100
4986	68,70,89	5,2,7	99,124,88	2,1,2	202	100
4987	145,153,185	3,2,2	257,203,219	2,0,5	315	100
4988	156,158,196	3294,4572,4248	268,210,221	4818,5494,6376	336	100
4989	336,393,266	1,2,2	836,839,824	8,6,10	593	100
4990	31,31,37	116,172,112	70,96,100	166,209,268	199	100
4991	45,28,24	100,165,82	29,26,69	148,160,285	204	100
4994	109,126,100	368,262,346	155,188,121	321,319,294	560	100
4996	51,78,56	13,16,19	27,54,22	27,13,19	371	100
4997	6,4,6	8,15,16	4,5,5	6,13,10	182	100
4999	9,13,28	2,0,0	30,20,8	0,1,3	2008	100
5000	89,46,41	1400,2336,1915	33,42,61	1565,1695,1769	203	100
5001	96,94,63	1244,1977,1721	77,100,112	1350,1445,1475	182	100
5002	309,334,312	7,4,3	267,332,291	5,5,14	392	100
5003	912,1363,1235	20,37,33	1010,1048,1052	14,24,31	285	100
5004	34,30,43	65,106,97	45,55,21	54,87,84	183	100
5005	817,1058,817	922,1124,1054	741,955,760	712,881,892	475	100
5006	6124,8352,7135	45,71,98	5975,6825,6449	57,63,56	2355	100
5007	263,334,252	63,95,82	173,224,224	69,79,113	308	100
5011	77,53,79	9173,9131,10574	80,103,96	12170,15554,14632	377	100
5012	80,53,96	3,6,6	73,83,40	1,3,6	460	100
5013	54,35,45	67,54,38	95,106,94	110,104,88	906	100
5016	200,276,258	226,346,192	244,315,247	122,113,153	223	100
5017	162,252,137	2108,3348,2167	257,245,234	3538,3282,3404	425	100
5018	10,19,21	1443,2026,1178	21,16,19	2608,2286,2186	186	100
5020	32,72,32	236,1215,531	19,21,24	201,299,359	238	100
5021	470,373,424	14,9,9	197,116,196	0,1,7	394	100
5022	341,344,427	629,806,885	266,391,207	382,475,432	1130	100
5023	138,164,173	35,3,15	138,118,104	3,1,5	589	100
5024	0,10,1	2,39,10	105,188,94	95,228,133	1372	100
5025	6375,13699,8172	253,798,422	8441,19344,7702	354,708,330	1812	100
5026	617,1109,639	17,52,17	571,685,700	26,46,32	313	100
5027	51,30,59	30,48,63	87,105,62	49,51,50	2761	100
5029	368,444,456	201,125,166	295,251,231	189,230,163	623	100
5030	731,766,549	271,270,297	422,353,330	315,344,265	1075	100
5032	0,0,0	0,2,0	9,4,0	55,49,40	2671	100
5036	91,98,127	9,11,15	130,162,123	6,6,21	382	100
5038	3911,3256,5044	2,2,3	8520,10637,3757	6,2,0	5067	100
5039	1008,764,1159	3,3,1	1164,1572,680	1,2,1	1123	100
5040	5576,4671,6867	3,0,0	10622,13290,5147	0,0,0	6455	100
5041	1739,1499,1927	40,51,48	2186,2769,1435	71,65,37	1428	100
5042	1433,2143,1675	25,52,48	1648,934,1649	30,19,29	336	100
5043	70,73,64	861,1510,1023	51,23,65	914,576,1064	207	100
5044	696,286,633	8,4,4	1317,1189,1101	14,16,16	359	100
5045	607,263,455	8416,6560,9429	614,602,680	8858,9211,10389	299	100
5046	200,172,217	476,611,600	226,233,223	784,768,804	276	100
5047	8,1,2	0,0,0	10,18,8	1,0,1	1035	100
5052	186,105,169	134,156,188	163,138,112	156,141,145	2316	100
5053	97,78,66	238,163,268	101,32,67	158,149,150	580	100
5054	58,73,95	181,367,202	35,56,34	170,210,182	880	100
5055	15,28,19	160,337,195	13,10,11	128,198,150	196	100
5056	19,41,31	171,327,201	19,26,23	124,186,154	420	100
5057	55,42,69	12,10,20	16,22,17	5,6,5	105	100
5058	568,740,624	2,10,2	735,831,780	9,15,8	564	100
5063	34,6,29	316,487,384	7,23,12	274,352,348	280	100
5064	271,186,274	0,0,0	407,368,385	0,0,1	1281	100
5066	1079,753,982	586,445,491	1473,1560,814	516,509,454	2455	100
5067	1029,710,898	4,0,5	1425,1514,777	5,2,2	2433	100
5068	55,48,61	610,472,479	39,41,55	343,305,367	168	100
5069	93,107,90	201,298,290	45,62,59	95,133,128	170	100
5070	16,7,10	261,344,342	10,5,9	131,164,127	255	100
5071	329,309,338	0,0,0	332,340,307	4,0,0	816	100
5072	334,312,349	7,12,9	339,344,312	11,10,2	833	100
5073	368,334,381	215,267,215	354,370,328	138,133,175	886	100
5074	261,221,284	3,1,3	192,211,167	2,8,5	182	100
5082	1070,1255,1021	115,131,143	686,775,843	107,107,112	404	100
5083	598,590,532	282,314,280	451,446,464	159,264,287	371	100
5084	1232,1451,1218	1343,1390,1391	809,904,996	756,922,1107	428	100
5085	761,786,729	1002,1691,1252	574,575,617	587,870,815	395	100
5086	337,274,287	4509,5661,5205	256,218,255	3687,4130,4558	494	100
5087	546,560,552	2829,3664,3294	537,462,556	2049,2347,2803	181	100
5088	7,3,12	83,43,75	4,4,1	102,113,45	193	100
5089	405,446,478	4,0,8	473,595,605	0,6,0	1749	100
5090	121,130,102	138,175,198	149,204,172	180,176,217	1138	100
5091	134,148,113	16,15,19	165,228,190	28,35,32	1142	100
5092	277,378,338	50,39,64	380,439,388	42,56,70	1631	100
5093	452,565,507	1,1,0	606,720,653	0,0,0	2812	100
5094	336,445,414	109,157,112	466,525,489	152,143,205	1705	100
5095	82,83,89	146,230,198	97,89,92	224,283,313	185	100
5096	207,128,225	955,727,970	249,172,186	694,612,900	617	100
5097	1893,1397,2007	450,340,490	1276,1207,910	235,205,268	3645	100
5098	2473,1950,2692	38,17,33	1624,1596,1277	9,17,12	3729	100
5100	550,556,620	1021,1363,1434	510,380,487	902,797,1028	411	100
5101	61,49,75	269,315,330	48,55,35	194,211,172	232	100
5106	465,304,452	1463,1334,1700	552,576,541	1679,1466,1732	1218	100
5107	2,3,4	3,1,3	0,2,1	1,0,0	201	100
5108	1209,992,1440	14,9,15	791,600,675	5,9,2	318	100
5109	721,566,892	21196,18109,25309	536,384,407	12691,11248,13122	306	100
5110	74,16,53	709,628,736	60,42,29	623,496,415	244	100
5111	65,52,43	62,79,42	61,56,59	71,48,53	176	100
5112	486,1160,566	4,26,8	576,616,523	17,19,14	299	100
5113	72,138,89	806,1748,832	62,89,54	876,931,909	255	100
5114	8,5,1	14,11,28	16,16,7	5,24,8	182	100
5115	220,151,196	701,605,771	247,234,163	638,743,711	634	100
5116	179,130,157	5,2,2	201,180,113	4,7,2	518	100
5118	2394,2309,2774	2,2,5	4577,4994,3070	11,5,7	758	100
5119	2332,2250,2702	3,8,6	4486,4868,2969	11,25,12	738	100
5122	347,239,361	53050,61017,60340	363,301,299	46748,51524,59978	204	100
5123	5054,4533,5641	18,1,27	4023,4285,4865	22,27,46	1697	100
5124	15,8,22	2,1,7	0,0,0	0,0,2	223	100
5126	40,76,61	483,462,400	41,71,35	511,420,430	833	100
5127	196,223,248	0,1,0	254,662,371	0,0,0	614	100
5128	0,0,2	76,116,78	2,11,2	160,205,118	213	100
5129	352,178,339	2,2,0	234,206,156	0,0,0	3006	100
5134	85,69,83	504,803,655	60,69,72	430,432,549	180	100
5135	487,538,532	676,1254,972	369,365,353	671,683,852	1458	100
5136	65,40,63	584,781,726	58,32,45	419,469,578	187	100
5137	96,71,142	72,60,78	173,168,95	59,62,55	2815	100
5138	556,761,740	231,455,448	1354,1398,761	585,548,360	1351	100
5139	178,179,193	409,808,690	302,258,229	1035,998,691	583	100
5140	4692,1851,3113	60,27,57	2318,2078,2334	18,13,34	350	100
5141	46,15,37	3786,1894,3305	20,20,19	2040,1833,2001	912	100
5142	0,3,2	0,0,0	1,1,3	0,0,1	1299	100
5143	0,7,2	1,0,0	1,2,4	1,0,0	1344	100
5145	26,35,47	0,0,0	420,282,325	8,2,6	2635	100
5148	4,41,4	0,2,0	0,6,2	0,0,0	1155	100
5150	571,608,586	1,7,0	648,603,519	2,3,4	1569	100
5151	593,656,604	519,813,604	670,624,539	486,430,502	1608	100
5152	11,2,9	2,0,0	0,0,0	0,0,1	355	100
5154	173,118,215	168,286,261	171,127,136	125,160,135	335	100
5155	1372,1051,1457	3,0,0	856,826,734	0,1,1	216	100
5159	12,19,15	12,12,6	21,21,18	26,36,28	623	100
5160	41,30,31	0,1,0	52,67,32	0,0,0	663	100
5161	60,62,54	0,4,0	85,101,65	0,6,4	1354	100
5162	41,33,32	1,1,1	56,68,33	0,12,0	690	100
5164	1,1,3	164,272,213	1,0,3	201,230,190	227	100
5165	38,95,56	22,65,43	19,46,28	13,17,12	959	100
5166	86,80,53	0,2,7	161,143,96	12,12,9	2640	100
